index,target,timestamp,processId,threadId,parentProcessId,userId,mountNamespace,processName,hostName,eventId,eventName,stackAddresses,argsNum,returnValue,domain,type,protocol,pathname,flags,dev,inode,fd,statbuf,dirfd,mode,ruid,euid,rgid,egid,cap,sockfd,addr,addrlen,dirp,count,stack,parent_tid,child_tid,tls,option,arg2,arg3,arg4,arg5,pid,sig,target,oldfd,newfd,uid,argv,gid
45879,0,135.231143,7264,7264,187,0,4026532217,systemd-udevd,1,257,openat,"[140225374564390, 3159088]",4,6,,,,:A-0000040,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3282284582,,,,,,,,,,,,,,,,,,,,,,,,,,,
45880,0,135.231307,7262,7262,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45881,0,135.231355,7260,7260,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFFF9A2B050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45882,0,135.231532,7267,7267,187,0,4026532217,systemd-udevd,1,257,openat,"[140214269714091, 2329578503059742820]",4,6,,,,/,O_RDONLY|O_DIRECTORY|O_CLOEXEC|O_PATH,,,,,-100.0,767368875,,,,,,,,,,,,,,,,,,,,,,,,,,,
45884,0,135.231678,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/,O_RDONLY|O_DIRECTORY|O_CLOEXEC|O_PATH,,,,,-100.0,3424149163,,,,,,,,,,,,,,,,,,,,,,,,,,,
45885,0,135.231683,159,159,1,0,4026531840,systemd-journal,7,1003,cap_capable,"[140540094887805, 93987034942504, 21474836483]",1,0,,,,,,,,,,,,,,,,CAP_SYS_ADMIN,,,,,,,,,,,,,,,,,,,,,,
45886,0,135.231732,7267,7267,187,0,4026532217,systemd-udevd,1,5,fstat,[140214269712009],2,0,,,,,,,,15.0,0x7FFE6E068840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45888,0,135.231767,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45890,0,135.231797,7271,7271,187,0,4026532217,systemd-udevd,1,257,openat,"[140214269714091, 8313483762523399788]",4,15,,,,/proc/self/oom_score_adj,O_WRONLY|O_NOCTTY|O_CLOEXEC,,,,,-100.0,767368875,,,,,,,,,,,,,,,,,,,,,,,,,,,
45892,0,135.231839,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45893,0,135.23186,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45894,0,135.231875,7271,7271,187,0,4026532217,systemd-udevd,1,3,close,[140214269736107],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45895,0,135.231885,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45897,0,135.231929,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45898,0,135.231953,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45899,0,135.231976,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45900,0,135.232008,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45901,0,135.232034,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45902,0,135.232056,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45903,0,135.23208,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45904,0,135.232101,159,159,1,0,4026531840,systemd-journal,7,257,openat,"[140540094811940, 7809644666712713775]",4,-2,,,,/run/log/journal/d73e1aa0b0c8474a9b36b4e87f71258a/system.journal,O_RDWR|O_NONBLOCK|O_CLOEXEC,,,,,-100.0,174952228,,,,,,,,,,,,,,,,,,,,,,,,,,,
45905,0,135.232102,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45907,0,135.232148,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45908,0,135.232169,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45909,0,135.232174,7259,7259,187,0,4026532217,systemd-udevd,1,257,openat,[140225374564390],4,15,,,,sys,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3282284582,,,,,,,,,,,,,,,,,,,,,,,,,,,
45910,0,135.232205,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,virtual,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45911,0,135.232229,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45913,0,135.232276,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45916,0,135.23232,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45917,0,135.232344,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45920,0,135.23241,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45921,0,135.232421,7261,7261,187,0,4026532217,systemd-udevd,1,3,close,[140225374566791],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45923,0,135.232465,7275,7275,187,0,4026532217,systemd-udevd,1,6,lstat,[],2,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,,,,,0x7FFC31AAC220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45927,0,135.232542,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAC2B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45931,0,135.23263,7275,7275,187,0,4026532217,systemd-udevd,1,21,access,[],2,-2,,,,/sys/bus/dmi/devices/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
45932,0,135.232657,7275,7275,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/class/dmi/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
45933,0,135.232682,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/,O_RDONLY|O_DIRECTORY|O_CLOEXEC|O_PATH,,,,,-100.0,3424149163,,,,,,,,,,,,,,,,,,,,,,,,,,,
45934,0,135.232706,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,sys,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45937,0,135.232774,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,class,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45940,0,135.232818,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45943,0,135.232886,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45944,0,135.23291,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45946,0,135.232962,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45947,0,135.232987,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45950,0,135.233059,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45951,0,135.233083,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,devices,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45952,0,135.233105,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45954,0,135.23315,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,virtual,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45956,0,135.233192,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45957,0,135.233216,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45961,0,135.233307,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45963,0,135.233352,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45964,0,135.233378,7275,7275,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/devices/virtual/dmi/id/uevent,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
45967,0,135.233429,7275,7275,187,0,4026532217,systemd-udevd,1,1005,security_file_open,[],4,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_LARGEFILE,22.0,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45968,0,135.233456,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_CLOEXEC,,,,,-100.0,3424149163,,,,,,,,,,,,,,,,,,,,,,,,,,,
45969,0,135.233477,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAC2B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45971,0,135.233506,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45973,0,135.233556,7270,7270,187,0,4026532217,systemd-udevd,1,257,openat,"[140214269714091, 3111813020014358390]",4,-2,,,,/run/udev/data/+cgroup:pid(1007:user-runtime-dir@1000.service),O_RDONLY|O_CLOEXEC,,,,,-100.0,767368875,,,,,,,,,,,,,,,,,,,,,,,,,,,
45974,0,135.233562,7275,7275,187,0,4026532217,systemd-udevd,1,1003,cap_capable,[],1,0,,,,,,,,,,,,,,,,CAP_NET_ADMIN,,,,,,,,,,,,,,,,,,,,,,
45975,0,135.233594,7264,7264,187,0,4026532217,systemd-udevd,1,5,fstat,"[140225374561929, 3159088]",2,0,,,,,,,,6.0,0x7FFFF9A30A20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45976,0,135.233657,7266,7266,187,0,4026532217,systemd-udevd,1,3,close,[140225374566791],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45978,0,135.233824,7262,7262,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45979,0,135.233835,7267,7267,187,0,4026532217,systemd-udevd,1,5,fstat,[140214269712009],2,0,,,,,,,,6.0,0x7FFE6E068840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45980,0,135.233906,7260,7260,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45981,0,135.234399,7265,7265,187,0,4026532217,systemd-udevd,1,3,close,[140225374566791],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45984,0,135.234855,7267,7267,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFFF9A2B050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45985,0,135.234897,7264,7264,187,0,4026532217,systemd-udevd,1,3,close,[140225374566791],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45986,0,135.23494,7266,7266,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45988,0,135.235225,7261,7261,187,0,4026532217,systemd-udevd,1,257,openat,[140225374564390],4,15,,,,virtual,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3282284582,,,,,,,,,,,,,,,,,,,,,,,,,,,
45989,0,135.23537,7262,7262,187,0,4026532217,systemd-udevd,1,6,lstat,"[140225374562026, 93993835560431, 7089066529642014062]",2,0,,,,/sys/kernel,,,,,0x7FFFF9A30A50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45990,0,135.235551,7268,7268,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFFF9A2B050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45994,0,135.235746,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45995,0,135.23577,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45996,0,135.235791,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45997,0,135.235816,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
45999,0,135.235874,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46000,0,135.235885,7267,7267,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46001,0,135.2359,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
46002,0,135.235922,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46003,0,135.235944,7259,7259,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46004,0,135.235946,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
46005,0,135.235968,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46007,0,135.236014,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46010,0,135.236059,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,virtual,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
46011,0,135.236081,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46012,0,135.236101,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46013,0,135.236125,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
46016,0,135.236185,7267,7267,187,0,4026532217,systemd-udevd,1,3,close,[140214269716871],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46018,0,135.236216,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46019,0,135.236237,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46020,0,135.236259,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46022,0,135.236287,7277,7277,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/devices/virtual/dmi/id/uevent,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
46023,0,135.236315,7277,7277,187,0,4026532217,systemd-udevd,1,6,lstat,[],2,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,,,,,0x7FFC31AAC220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46026,0,135.236369,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_CLOEXEC,,,,,-100.0,3424149163,,,,,,,,,,,,,,,,,,,,,,,,,,,
46027,0,135.236391,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAC2B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46028,0,135.236422,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46029,0,135.236493,7277,7277,187,0,4026532217,systemd-udevd,1,1003,cap_capable,[],1,0,,,,,,,,,,,,,,,,CAP_NET_ADMIN,,,,,,,,,,,,,,,,,,,,,,
46031,0,135.236746,159,159,1,0,4026531840,systemd-journal,7,257,openat,"[140540094811940, 7809644666712713775]",4,-2,,,,/run/log/journal/d73e1aa0b0c8474a9b36b4e87f71258a/system.journal,O_RDWR|O_NONBLOCK|O_CLOEXEC,,,,,-100.0,174952228,,,,,,,,,,,,,,,,,,,,,,,,,,,
46032,0,135.236798,7258,7258,187,0,4026532217,systemd-udevd,1,5,fstat,"[140225374561929, 93993835445010]",2,0,,,,,,,,6.0,0x7FFFF9A2C1F0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46034,0,135.236875,7260,7260,187,0,4026532217,systemd-udevd,1,257,openat,[140225374564390],4,6,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3282284582,,,,,,,,,,,,,,,,,,,,,,,,,,,
46035,0,135.236927,7266,7266,187,0,4026532217,systemd-udevd,1,21,access,"[140225374565035, 93993835560431, 7579392616441017203]",2,0,,,,/sys/devices/virtual/dmi/id/uevent,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
46036,0,135.237115,159,159,1,0,4026531840,systemd-journal,7,1003,cap_capable,[],1,0,,,,,,,,,,,,,,,,CAP_SYS_ADMIN,,,,,,,,,,,,,,,,,,,,,,
46037,0,135.237196,7270,7270,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/class/dmi/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
46039,0,135.237526,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46042,0,135.237587,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46043,0,135.2376,7271,7271,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46045,0,135.237634,7278,7278,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46048,0,135.23768,7278,7278,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,virtual,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
46049,0,135.2377,7265,7265,187,0,4026532217,systemd-udevd,1,5,fstat,[140225374561929],2,0,,,,,,,,15.0,0x7FFFF9A30A20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46050,0,135.237702,7278,7278,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46051,0,135.237722,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46052,0,135.237746,7278,7278,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
46053,0,135.237768,7278,7278,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46054,0,135.23779,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46055,0,135.237814,7278,7278,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
46056,0,135.237837,7278,7278,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC31AAB110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46057,0,135.237858,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46058,0,135.237878,7258,7258,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46059,0,135.23788,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46060,0,135.237907,7278,7278,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/devices/virtual/dmi/id/uevent,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
46061,0,135.237935,7278,7278,187,0,4026532217,systemd-udevd,1,6,lstat,[],2,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,,,,,0x7FFC31AAC220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46062,0,135.237961,7278,7278,187,0,4026532217,systemd-udevd,1,1005,security_file_open,[],4,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_LARGEFILE,22.0,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46063,0,135.23799,7278,7278,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_CLOEXEC,,,,,-100.0,3424149163,,,,,,,,,,,,,,,,,,,,,,,,,,,
46064,0,135.238012,7278,7278,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC31AAC2B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46067,0,135.238102,7278,7278,187,0,4026532217,systemd-udevd,1,21,access,[],2,-2,,,,/sys/bus/dmi/devices/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
46068,0,135.23813,7278,7278,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/class/dmi/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
46069,0,135.238155,7278,7278,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/,O_RDONLY|O_DIRECTORY|O_CLOEXEC|O_PATH,,,,,-100.0,3424149163,,,,,,,,,,,,,,,,,,,,,,,,,,,
46070,0,135.238179,7278,7278,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,sys,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3424149542,,,,,,,,,,,,,,,,,,,,,,,,,,,
